image,class_id,x_center,y_center,width,height
pedestrians_mov-0007_jpg.rf.3756fd391be29ef342453e24d438bbf0.jpg,1,0.29140625,0.6078125,0.178125,0.3421875
pedestrians_mov-0007_jpg.rf.3756fd391be29ef342453e24d438bbf0.jpg,3,0.9765625,0.5828125,0.046875,0.1484375
pedestrians_mov-0000_jpg.rf.aee9998ae0cf968708c74d49da63e2b9.jpg,0,0.38359375,0.853125,0.190625,0.215625
pedestrians_mov-0000_jpg.rf.aee9998ae0cf968708c74d49da63e2b9.jpg,1,0.7578125,0.54921875,0.071875,0.1421875
pedestrians_mov-0000_jpg.rf.aee9998ae0cf968708c74d49da63e2b9.jpg,1,0.715625,0.6609375,0.0875,0.15625
pedestrians_mov-0000_jpg.rf.aee9998ae0cf968708c74d49da63e2b9.jpg,1,0.27734375,0.4421875,0.05,0.115625
pedestrians_mov-0000_jpg.rf.aee9998ae0cf968708c74d49da63e2b9.jpg,1,0.96328125,0.58359375,0.0734375,0.1765625
pedestrians_mov-0000_jpg.rf.aee9998ae0cf968708c74d49da63e2b9.jpg,0,0.9109375,0.49296875,0.05,0.1578125
pedestrians_mov-0000_jpg.rf.aee9998ae0cf968708c74d49da63e2b9.jpg,0,0.44453125,0.4265625,0.059375,0.1140625
pedestrians_mov-0000_jpg.rf.aee9998ae0cf968708c74d49da63e2b9.jpg,0,0.56015625,0.45078125,0.05625,0.1109375
pedestrians_mov-0000_jpg.rf.aee9998ae0cf968708c74d49da63e2b9.jpg,0,0.1,0.4453125,0.0625,0.1359375
pedestrians_mov-0007_jpg.rf.41d766aa161e75c37ea831985c1d9b87.jpg,1,0.8390625,0.6484375,0.15,0.26328125
pedestrians_mov-0007_jpg.rf.41d766aa161e75c37ea831985c1d9b87.jpg,1,0.63671875,0.703125,0.090625,0.284375
pedestrians_mov-0007_jpg.rf.41d766aa161e75c37ea831985c1d9b87.jpg,1,0.525,0.646875,0.1171875,0.271875
pedestrians_mov-0007_jpg.rf.41d766aa161e75c37ea831985c1d9b87.jpg,0,0.1015625,0.42890625,0.0484375,0.15078125
pedestrians_mov-0007_jpg.rf.41d766aa161e75c37ea831985c1d9b87.jpg,1,0.29921875,0.621875,0.15546875,0.3328125
pedestrians_mov-0007_jpg.rf.41d766aa161e75c37ea831985c1d9b87.jpg,3,0.98125,0.54921875,0.03671875,0.146875
pedestrians_mov-0008_jpg.rf.cc7b630fa6c0e24e973933136a5e7df5.jpg,1,0.8,0.73046875,0.15625,0.20625
pedestrians_mov-0008_jpg.rf.cc7b630fa6c0e24e973933136a5e7df5.jpg,1,0.6125,0.7171875,0.1515625,0.26875
pedestrians_mov-0008_jpg.rf.cc7b630fa6c0e24e973933136a5e7df5.jpg,1,0.4625,0.678125,0.175,0.2875
pedestrians_mov-0008_jpg.rf.cc7b630fa6c0e24e973933136a5e7df5.jpg,1,0.51796875,0.5421875,0.1671875,0.2609375
pedestrians_mov-0008_jpg.rf.cc7b630fa6c0e24e973933136a5e7df5.jpg,3,0.95390625,0.6515625,0.0921875,0.2015625
pedestrians_mov-0008_jpg.rf.cc7b630fa6c0e24e973933136a5e7df5.jpg,0,0.73203125,0.5109375,0.115625,0.1421875
pedestrians_mov-0008_jpg.rf.cc7b630fa6c0e24e973933136a5e7df5.jpg,0,0.11953125,0.34375,0.11875,0.184375
pedestrians_mov-0008_jpg.rf.cc7b630fa6c0e24e973933136a5e7df5.jpg,0,0.75390625,0.5109375,0.0953125,0.140625
